POSITION:WHITE_WINS:BLACK_WINS
1tw5/2w1w1w1/W1wW1wW1/1WWww3/2W1w3/2W1WW2/7T g;0;1
1tw5/2w1w1w1/W1wWtwW1/1WWwt3/2WT4/2W1WW2/7T g;0;1
1tw5/2w1w1w1/W1wWtwW1/1WWwt3/3T4/4WW2/2T4T r;0;1
1w1t4/1Ww3w1/2WW4/2w1W3/2t1w3/1wTw4/WW3TW1 r;0;1
1w1t4/1Ww3w1/2WW4/2w1W3/2t1w3/2Ww4/WW3TW1 g;0;1
1w1t4/1Ww3w1/2WW4/2w1W3/4w3/2Wt4/WW2wTW1 g;0;1
1w1t4/1Ww3w1/2WW4/2wtW3/2w1w3/2Tw4/2T2TW1 r;0;1
1w1t4/1Ww3w1/2WW4/2wtW3/2w1w3/2Tw4/WW3TW1 g;0;1
1w1t4/1Ww3w1/2WWt3/2wtW3/2TWw3/2Ww4/2W2TW1 g;0;1
1w1t4/1Ww3w1/2WWt3/2wtW3/2TWw3/2Ww4/5CW1 r;0;1
1w1t4/1Ww3w1/2WWt3/2wtWt2/2TW4/2W5/4TT2 r;0;1
1w1t4/1Ww3w1/2WWt3/2wtWt2/2TW4/2W5/5CW1 g;0;1
1w1t4/1Ww3w1/2WWt3/2wwW3/2T1w3/2Ww4/2W2TW1 r;0;1
1w1t4/1Ww3w1/2WWt3/2wwW3/4w3/2Tw4/2T2TW1 g;0;1
1w1t4/1Wwt2w1/2WWw3/2wt1w2/2TW4/2W5/4CT2 r;0;1
1w1t4/1Wwt2w1/2WWw3/2wtWw2/2TW4/2W5/4TT2 g;0;1
1w2Wt1t/1wwWw3/3ww3/1tWTwW1w/wW1TW3/1W6/1T5T r;1;0
1w3c1t/1ww1w3/2T1w3/1tWTwW1w/wW1TW3/1W6/1T5T g;1;0
1w3c1t/1ww1w3/2T1w3/1tWTwW1w/wW1W1T2/1W6/1T5T r;1;0
1w3t1t/1ww1w3/2Tww3/1tWTwW1w/wW1TW3/1W6/1T5T r;1;0
1w6/1W4w1/1tWW4/w1wcW3/2wTw3/2TwW3/2T3W1 r;0;1
1w6/1W4w1/1tWW4/w1wwW3/2w1w3/2TwW3/2T3W1 g;0;1
1w6/1W4w1/1tWWt3/w1wtW3/2TTw3/2WwW3/2W3W1 r;0;1
1w6/1W4w1/1tWWt3/w1wtW3/3Tw3/2TwW3/2T3W1 g;0;1
1w6/1W4w1/2WW4/1twwW3/2W1w3/2WwW3/6W1 r;0;1
1w6/1W4w1/2WW4/1twwW3/2Www3/2TwW3/6W1 r;0;1
1w6/1W4w1/2WW4/tw1wW3/2Www3/2TwW3/6W1 g;0;1
1w6/1W4w1/2WW4/tw1wW3/3ww3/2WwW3/2T3W1 r;0;1
1w6/1W4w1/2WW4/w1twW3/2www3/2TwW3/2T3W1 r;0;1
1w6/1W4w1/2WW4/w1twW3/3ww3/2WwW3/2T3W1 g;0;1
1w6/1Wt3w1/1wWWt3/2wtW3/2TTw3/2WwW3/2W3W1 g;0;1
1w6/1Wt3w1/1wWWt3/2wtW3/2TWw3/2Ww4/2W2TW1 r;0;1
1wtt4/1Www2w1/1T6/2wt1w2/2TW4/2W5/4CT2 r;0;1
1wtt4/1Www2w1/2WW4/2wt1w2/2TW4/2W5/4CT2 g;0;1
1wwt4/1W1w2w1/1Tt5/2wt1w2/2TW1w2/2W5/4CC2 r;0;1
1wwt4/1W1w2w1/1Tt5/2wt1w2/2TW4/2W5/4CT2 g;0;1
2tw4/2w1w1w1/W1wW1wW1/1WWww3/2W1w2W/2W1WW1W/8 r;0;1
2tw4/2w1w1w1/W1wW1wW1/1WWww3/2W1w3/2W1WW2/7T r;0;1
2wc2t1/2w3w1/1t1Www2/1t1TWW2/wWTTW3/8/2T4T g;1;0
2wc2t1/2w3w1/1t1Www2/1t1WWW2/wWTWW3/3T4/2T4T r;1;0
2wt1Wt1/2w1W1w1/4ww2/1twTWW2/wWTwW3/8/2T4T r;1;0
2wt2t1/2w3w1/1t1Tww2/1t1TWW2/wWT1W3/8/2T4T g;1;0
2wt2t1/2w3w1/1t1Www2/1t1WWW2/wWTTW3/8/2T4T r;1;0
2wt2t1/2w3w1/3Tww2/1twTWW2/wWTwW3/8/2T4T r;1;0
3cc1tt/2w5/1tt5/1w3W2/1WT1WT2/1T1W4/2TT3T g;1;0
3cc1tt/2w5/1tt5/1w3W2/2T1WT2/1W1W4/1TTT3T r;1;0
3t3t/1tww4/1wwW1w2/1WWtw3/2TTw3/3WW3/2T2WC1 r;0;1
3t3t/1tww4/1wwWtw2/1WWt4/2TT4/3WW3/2T2WC1 g;0;1
3t3t/1tww4/1wwWtw2/1WWt4/2TTw3/3TW3/2T2WC1 r;0;1
3t3t/1tww4/WwwW1w2/1TWtw3/3Tw3/3WW3/2T2WC1 g;0;1
3t4/1tww2w1/Ww1W1t2/1WWtw3/3Tw3/3WW3/2T2WC1 g;0;1
3t4/1tww2w1/Ww1W4/1WWtww2/3Tww2/3WW3/2T2WC1 r;0;1
3t4/1tww2w1/Ww1W4/1WWtww2/3TwwW1/3WW3/2T2WT1 g;0;1
3t4/1tww2w1/WwwW1t2/1TWtw3/3Tw3/3WW3/2T2WC1 r;0;1
3t4/2t3w1/Ww1Ww3/1WWtw3/3Tw1W1/3WWww1/3W1CWw g;0;1
3t4/2t3w1/Ww1Ww3/1WWtw3/3TwtW1/3WWw2/3W1CW1 g;0;1
3t4/2t3w1/Ww1Ww3/1WWtw3/3TwtW1/3WWw2/3WTT2 r;0;1
3t4/2t3w1/Ww1Ww3/1WWtwt2/3TwwW1/3WW3/2T1W1WW g;0;1
3t4/2t3w1/Ww1Ww3/1WWtwt2/3TwwW1/3WW3/2T1WT2 r;0;1
3t4/2t3w1/Ww1Ww3/1WWtwt2/3TwwW1/3WW3/3WTT2 g;0;1
3t4/2tt2w1/Ww1W4/1WWtww2/3TwwW1/3WW3/2T1WT2 g;0;1
3t4/2tt2w1/Ww1W4/1WWtww2/3TwwW1/3WW3/2T2WT1 r;0;1
3t4/2w3w1/Ww2w3/1WW1tc2/3TwwT1/3WWW2/3W2WW g;0;1
3t4/2w3w1/Ww2w3/1WW1tc2/3TwwW1/3WW3/3WT1WW r;0;1
3t4/2w3w1/Ww2w3/1WW1tt2/3TwwT1/3WWW2/2wW2WW g;0;1
3t4/2w3w1/Ww2w3/1WWtwt2/3TwwW1/3WW3/2T1W1WW r;0;1
3t4/2w3w1/Ww2w3/1WWtwt2/3TwwW1/3WW3/3WT1WW g;0;1
3tc1t1/2w3w1/1t3w2/1t1W1W2/wWTWWT2/3T4/2T4T g;1;0
3tc1t1/2w3w1/1t3w2/1t3W2/wWWWWT2/1T1T4/2T4T r;1;0
3tc1t1/2w3w1/1tt2w2/1w1w1W2/1WTWWT2/1T1T4/2T4T r;1;0
3tc1t1/2w3w1/1tt2w2/1w3W2/1WWWWT2/1T1T4/2T4T g;1;0
3tc1tt/2w5/1tt5/1w1w1W2/1WT1WT2/1T1W4/2TT3T r;1;0
3tc1tt/2w5/1tt5/1w1w1W2/1WTWWT2/1T1T4/2T4T g;1;0
3tt1t1/2w3w1/1t1Www2/1t1WWW2/wWTWW3/3T4/2T4T g;1;0
3tt1t1/2w3w1/1t2ww2/1t1W1W2/wWTWWT2/3T4/2T4T r;1;0
3W1c1t/1tt1Ww2/2t3w1/1w2WT2/1wW1W3/8/T2TT2T r;1;0
3W1tct/1t6/1tWwW3/1w1Tww2/w2W1W2/2TW4/T2T3T r;1;0
4cc1t/1tt5/1tt5/4W3/2WTWW2/5T2/T2TT2T r;1;0
4cc1t/1tt5/1tt5/4WW2/2WTWT2/8/T2TT2T g;1;0
4cc1t/1tt5/2t2W2/1w2TW2/1wW1WT2/8/T2TT2T g;1;0
4cc1t/1tt5/2t5/1w2WW2/1wWTWT2/8/T2TT2T r;1;0
4cc1t/2w5/1t6/1t1WwW2/wWTWTT2/1W6/1T5T g;1;0
4cc1t/2w5/1t6/1t1WwW2/wWWWTT2/8/TT5T r;1;0
4cctt/2w5/1tt5/1w3T2/2WWTT2/8/TTT4T g;1;0
4cctt/2w5/1tt5/1w3W2/2WWWT2/3T4/TTT4T r;1;0
4cttt/2w5/1t6/1t3W2/w1WWTT2/8/CC5T r;1;0
4cttt/2w5/1t6/1t3W2/wWWWTT2/8/CT5T g;1;0
4cttt/2w5/1tt5/1w3W2/2WWTT2/8/CC5T g;1;0
4cttt/2w5/1tt5/1w3W2/2WWTT2/8/TTT4T r;1;0
4tc1t/1tt5/2t2T2/1w2WT2/1wW1W3/8/T2TT2T g;1;0
4tc1t/1tt5/2t2W2/1w2WW2/1wW1WT2/8/T2TT2T r;1;0
4tc1t/2w5/1t6/1t1WwW1w/wWTWTT2/1W6/1T5T r;1;0
4tc1t/2w5/1tW5/1t1TwW1w/wWTW1T2/1W6/1T5T g;1;0
4tttt/1t6/1t1wW3/1w1Tw3/w2WTW2/2TW4/T2T3T g;1;0
4tttt/1t6/1t1wW3/1w1Ww3/w2WWW2/2TW1T2/T2T3T r;1;0
4tttt/1t6/1ttw4/4w3/2TWWW2/2TW1T2/T2T3T r;1;0
4tttt/1t6/1ttwW3/3Ww3/3WWW2/2TW1T2/T2T3T g;1;0
4tttt/2w5/1t6/1t1WwW2/wWWWTT2/8/TT5T g;1;0
4tttt/2w5/1t6/1t2wW2/wWWWTT2/8/CT5T r;1;0
5c1t/1tt2w2/2t2Tw1/1w2WT2/1wW1W3/8/T2TT2T r;1;0
5c1t/2w1w3/1tT1w3/1tWTwW1w/wW1W1T2/1W6/1T5T g;1;0
5c1t/2w1w3/1tW1w3/1t1TwW1w/wWTW1T2/1W6/1T5T r;1;0
5cct/1t6/1t1wW3/1w1Tw3/w2WTW2/2TW4/T2T3T r;1;0
5cct/1t6/1tWwW3/1w1Cw3/w2W1W2/2TW4/T2T3T g;1;0
5tct/1t6/1tWwW3/1w1Cww2/w2W1W2/2TW4/T2T3T r;1;0
6Ww/1w4WW/WWwt1w2/1W1ww3/2t5/1wW1WW2/3WW3 r;1;0
7w/1w5W/WWwt1wT1/1W1ww3/2t5/1wW1WW2/3WW3 r;1;0
t2t1t1t/3w1w2/1Wt1w3/1T1ww3/2T5/2W5/4CTTT g;0;1
t2t1t1t/3w1w2/1Wt1w3/1T1ww3/2T5/2W5/4CTTT g;1;0
t2t1t1t/3w1w2/1Wt1w3/1T1ww3/2Tw4/2W5/4CCTT r;0;1
t2t1t1t/3w1w2/1Wt1w3/1T1ww3/2Tw4/2W5/4CCTT r;1;0
t2t1ttt/3w4/1Wt5/1T1ww3/2Tw4/2W5/3TTTTT r;0;1
t2t1ttt/3w4/1Wt5/1T1ww3/2Tw4/2W5/3TTTTT r;1;0
t2t1ttt/3w4/1Wt5/1T1ww3/2Tw4/2W5/4CCTT g;0;1
t2t1ttt/3w4/1Wt5/1T1ww3/2Tw4/2W5/4CCTT g;1;0
t2t3t/3w1t2/1Wt1ww2/1T1ww3/2T5/2W5/4CCC1 g;0;1
t2t3t/3w1t2/1Wt1ww2/1T1ww3/2T5/2W5/4CCC1 g;1;0
t2t3t/3w1t2/1Wt1ww2/1T1ww3/2T5/2W5/4CTTT r;0;1
t2t3t/3w1t2/1Wt1ww2/1T1ww3/2T5/2W5/4CTTT r;1;0
t2t3t/3w4/1Wt1tw2/1T1tw3/2T5/2W5/4CCC1 r;0;1
t2t3t/3w4/1Wt1tw2/1T1tw3/2T5/2W5/4CCC1 r;1;0
t2t3t/3w4/1Wt1tw2/1T1ww3/2T5/2W5/4CCT1 g;0;1
t2t3t/3w4/1Wt1tw2/1T1ww3/2T5/2W5/4CCT1 g;1;0
t2t3t/3w4/1Wt2w2/1T1wt3/2T1w3/2W5/4CCT1 r;0;1
t2t3t/3w4/1Wt2w2/1T1wt3/2T5/2W5/4TCT1 g;0;1
t2t3w/3w2t1/1Wt1t3/1T1w4/2T1W3/2W2W2/4TC2 g;0;1
t2t3w/3w2t1/1Wt1t3/1T1w4/2T1W3/2W2W2/4TC2 g;1;0
t2t3w/3w2t1/1Wt1t3/1T1ww3/2T1W3/2W2W2/4CC2 r;0;1
t2t3w/3w2t1/1Wt1t3/1T1ww3/2T1W3/2W2W2/4CC2 r;1;0
t2t3w/3w4/1Wt1tw2/1T1ww3/2T1W3/2W2W2/4TC2 r;0;1
t2t3w/3w4/1Wt1tw2/1T1ww3/2T1W3/2W2W2/4TC2 r;1;0
t2t3w/3w4/WW2tw2/1W1ww3/4T3/2W1WW2/5C2 g;1;0
t2t3w/3w4/WW2tw2/1W1ww3/4W1W1/2W2T2/5C2 g;0;1
t2t3w/3w4/WW2tw2/1W1ww3/4W3/2W2W2/4TC2 r;0;1
t2t3w/3w4/WW2tw2/1W1ww3/4W3/2W2W2/4TC2 r;1;0
t2t3w/3w4/WW3w2/1W1tw3/2w1T3/2W1WW2/5C2 r;1;0
t2t3w/3w4/WW3w2/1W1tw3/2w1W1W1/2W2T2/3W1T2 g;0;1
t2t3w/3w4/WW3w2/1W1tw3/2w1W1W1/2W2T2/5C2 r;0;1
t2t3w/3w4/WW3w2/1W1twW2/2w1T3/2W1WW2/5T2 g;1;0
t2t3w/3w4/WW3w2/1W1twW2/2w1W1W1/2W2T2/5T2 g;0;1
t2t3w/3w4/WW3w2/1W2wW2/2t1T3/1wW1WW2/3WW3 g;1;0
t2t3w/3w4/WW3w2/1W2wW2/2t1T3/1wW1WW2/5T2 r;1;0
t2t3w/3w4/WW3w2/1W2wW2/2t1W1W1/1wW2T2/5T2 r;0;1
t2t3w/3w4/WW3w2/1W2wW2/2t1WWW1/1wW2C2/8 g;0;1
t2t3w/3w4/WW3w2/1W2wW2/4WWW1/1tW2C2/w7 g;0;1
t2t3w/3w4/WWt1tw2/1C1ww3/4W3/2W2W2/4TC2 g;0;1
t2t3w/3w4/WWt1tw2/1C1ww3/4W3/2W2W2/4TC2 g;1;0
t2t4/1W1w2w1/1Tt5/2wt1w2/2TW1w2/2W5/4CC2 g;0;1
t2t4/3w2w1/1Wt1tt2/1T1ww3/2T1W3/2W2W2/4CC2 g;0;1
t2t4/3w2w1/1Wt1tt2/1T1ww3/2T1W3/2W2W2/4CC2 g;1;0
t2t4/3w2w1/1Wt1tt2/1T1ww3/2T5/2W5/4CCT1 r;0;1
t2t4/3w2w1/1Wt1tt2/1T1ww3/2T5/2W5/4CCT1 r;1;0
t2t4/3w2w1/1Wt2t2/1T1wt3/2T5/2W5/4TCT1 r;0;1
t2t4/3w2w1/1Wt2t2/1T1wt3/2TW4/2W5/4TTT1 g;0;1
t2t4/3w2w1/1Wt2t2/1Twt4/2TT4/2W1W3/4T1T1 g;0;1
t2t4/3w2w1/1Wt2t2/1Twt4/2TW4/2W5/4TTT1 r;0;1
t2t4/3w2w1/1Wt5/1T1wtw2/2TW1w2/2W5/4CC2 g;0;1
t2t4/3w2w1/1Wt5/1T1wtw2/2TW1w2/2W5/4TTT1 r;0;1
t2t4/3w2w1/1Wt5/1Twt1w2/2TT1w2/2W1W3/4T1T1 r;0;1
t2t4/3w2w1/1Wt5/1Twt1w2/2TW1w2/2W5/4CC2 r;0;1
t2t4/3w2w1/WW6/1Ww1wt2/3TTw2/2W1TW2/8 g;0;1
t2t4/3w2w1/WW6/1Ww1wt2/3TWw2/2W1T3/6T1 r;0;1
t2t4/3w2w1/WW6/1Wwt1w2/3T1w2/2W1W3/4T1T1 r;0;1
t2t4/3w2w1/WW6/1Wwt1w2/3T1w2/2W1W3/5WC1 g;0;1
t2t4/3w2w1/WW6/1Wwt1w2/3TWw2/2W1T3/6T1 g;0;1
t2t4/3w2w1/WWt5/1Cwt1w2/3T1w2/2W1W3/4T1T1 g;0;1
t6w/3t4/WW1w1w2/1W1tw3/2w1W1W1/2W2T2/3W1T2 r;0;1
t6w/3t4/WW1w1w2/1W1tw3/2w1WWW1/2W2C2/3W4 g;0;1
t6w/3t4/WW1w1w2/1W2wW2/2t1T3/1wW1WW2/3WW3 r;1;0
t6w/3t4/WW1w1wW1/1W2wT2/2t5/1wW1WW2/3WW3 g;1;0
t6w/7W/WW1t1wT1/1W1ww3/2t5/1wW1WW2/3WW3 g;1;0
t6w/8/WW1t1w2/1W1cw3/2w1WWW1/2W2C2/3W4 r;0;1
t6w/8/WW1t1w2/1W1tw3/2w1WWW1/2W2T2/3W4 g;0;1
t6w/8/WW1t1w2/1W1Ww3/2t1TWW1/1wW5/3W4 g;0;1
t6w/8/WW1t1w2/1W1Ww3/4TWW1/1tW5/w2W4 g;0;1
t6w/8/WW1t1w2/1W2w3/2t1WWW1/1wW2T2/3W4 r;0;1
t6w/8/WW1t1w2/1W2w3/2t1WWW1/1wW2T2/3W4 r;0;1
t6w/8/WW1t1wW1/1W1wwT2/2t5/1wW1WW2/3WW3 r;1;0
t7/3t2w1/WW1w4/1W2wt2/3WTw2/2W1TW2/8 g;0;1
t7/3t2w1/WW1w4/1Ww1wt2/3TTw2/2W1TW2/8 r;0;1
t7/3t2w1/WW1w4/1Wwt1w2/3T1w2/2W1W3/5WC1 r;0;1
t7/3t2w1/WW1w4/1Wwt1w2/3TWw2/2W1W3/5WT1 g;0;1
t7/6w1/WT6/1WTw1t2/4W3/2W1wWw1/3w4 g;0;1
t7/6w1/WT6/1WTw1t2/4Wt2/2W2Ww1/8 g;0;1
t7/6w1/WW1t4/1W1wwt2/3WTw2/2W1TW2/8 r;0;1
t7/6w1/WW1t4/1W1wwt2/3WW3/2W1TW2/8 g;0;1
t7/6w1/WW1t4/1Wwc1w2/3TWw2/2W1W3/5WT1 r;0;1
t7/6w1/WW1t4/1Www1w2/4Ww2/2W1W3/5WT1 g;0;1
t7/6w1/WW6/1W1wtt2/3WWw2/2W1TW2/8 r;0;1
t7/6w1/WW6/1WWw1t2/3TWt2/2W2Ww1/8 r;0;1
t7/6w1/WW6/1WWwtt2/3TWw2/2W2W2/8 g;0;1
t7/6w1/WW6/1Wwwww2/4Wt2/2W1W3/5WT1 r;0;1
t7/6w1/WW6/1Wwwww2/4WtW1/2W1W1W1/5W2 r;0;1
tt2t2t/2w1w3/2wWtt2/1WWw4/2TW4/3T4/2T2TTT g;0;1
tt2t2t/2w1w3/2wWtt2/1WWw4/2WW4/3W4/2T1TTTT r;0;1
